Age_GTS2004,Age_GTS2012,Age_GTS2016,Age_GTS2020,Temperature,Temperature max,Temperature min,d18Osw,d18Osw max,d18Osw min,Temperature (long),Temperature max (long),Temperature min (long),d18Osw (long),d18Osw max (long),d18Osw min (long)
61.1,61.658,61.658,61.704,13.13,15.81,9.87,-0.439,-0.168,-0.644,15.08,17.7,11.9,-0.074,0.191,-0.272
61.2,61.76,61.76,61.808,14.2,16.78,11.09,-0.243,0.005,-0.416,15.32,17.94,12.13,-0.038,0.229,-0.238
61.3,61.862,61.862,61.913,15.27,17.89,12.15,-0.052,0.206,-0.23,15.56,18.19,12.36,0,0.268,-0.202
61.4,61.965,61.965,62.017,16.06,18.7,12.91,0.081,0.345,-0.102,15.81,18.44,12.6,0.038,0.309,-0.167
61.5,62.067,62.067,62.121,16.34,18.95,13.15,0.113,0.371,-0.084,16.06,18.7,12.85,0.078,0.351,-0.129
61.6,62.17,62.17,62.226,16.4,18.86,13.29,0.104,0.332,-0.069,16.32,18.96,13.1,0.12,0.395,-0.09
61.7,62.265,62.265,62.316,16.59,19.12,13.46,0.128,0.367,-0.051,16.59,19.24,13.36,0.163,0.44,-0.049
61.8,62.354,62.354,62.392,16.97,19.53,13.79,0.193,0.447,0.013,16.87,19.53,13.63,0.209,0.488,-0.007
61.9,62.443,62.443,62.467,17.47,20.09,14.3,0.288,0.573,0.105,17.16,19.82,13.91,0.255,0.537,0.037
62,62.532,62.532,62.545,17.95,20.66,14.68,0.384,0.686,0.168,17.46,20.12,14.2,0.304,0.588,0.082
62.1,62.619,62.619,62.635,18.32,21.05,15.01,0.458,0.774,0.233,17.76,20.43,14.49,0.353,0.64,0.128
62.2,62.706,62.706,62.725,18.53,21.24,15.15,0.505,0.814,0.256,18.07,20.74,14.79,0.404,0.694,0.176
62.3,62.793,62.793,62.815,18.6,21.32,15.23,0.53,0.839,0.254,18.39,21.06,15.1,0.456,0.748,0.224
62.4,62.88,62.88,62.905,18.6,21.33,15.23,0.546,0.845,0.248,18.7,21.39,15.4,0.51,0.804,0.274
